author_name,author_from,comment_title,comment_body,comment_date
Luiz A,"Porto Alegre, RS",QUE LUGAR BONITO!,"O Parque é daqueles lugares que a gente não quer mais ir embora. Dá vontade de mudar para Curitiba só para poder desfrutar de sua área e sua infra estrutura. Impressiona pela qualidade de vida que proporciona a quem visita. Muita área verde bem cuidada, bem policiada. Bares,", maio de 2017
Grazi O,"Rio de Janeiro, RJ",Legal.,"Desci no Parque Barigui (estava no ônibus turístico) a fim de ir no Park Shopping Barigui. Logo na decida, fomos ao museu do automóvel e depois seguimos pelo parque até a passarela que dá no shopping. O lugar é bom pra prática de esportes e levar a criançada. As mansões ao redor", abril de 2017
Pedro O,"Brasília, DF",Muito legal,"Parque aberto, com muito espaço para andar e correr, além das incríveis capivaras locais! Muito bem planejado, tem uma passagem subterrênea por causa da rua que cruza.", maio de 2017
Dionei Ramos do Amaral,"Guarapuava, PR",Lindíssimo parque ,Ótimo local para namorar e levar as crianças para um passeio em um dia ensolarado.  Tem opções de passeio de elicoptero e de visitação a exposições. , dezembro de 2016
Kelly T,,Lindo parque,Belo lugar para fazer uma caminhada sozinho pu curtir com amigos em dias de sol. Possui bares ao ar livre e estacionamentos em diversos pontos do parque., maio de 2017
Mrochas,"Brasília, DF",Visita de férias ,Lindo o parque. Vá com tempo para você andar o parque todo enquanto aprecia a vista. Se der alugue uma bicicleta. , maio de 2017
Priscilla D,,LINDO,"Curitiba uma cidade repleta de natureza, bares animados e paisagens exuberantes. O parque possui animais soltos que podemos ver e alguns barzinhos proximos ao rio. Maravilhoso!", outubro de 2016
Camila S,"Curitiba, PR",Parque mais popular da cidade ,"Parque mais conhecido da cidade, o barigui é uma excelente opção para praticar atividades ao ar livre. Possui pistas distintas para ciclismo, caminhada e corrida. Área anexa favorável à pratica de skate ou roller. Sempre com várias famílias, cachorros e atletas! Costuma estar", maio de 2017
301marilia,"Rio de Janeiro, RJ",tranquilidade,"Parque enorme.Muitas famílias desfrutando de ar puro,muito verde e a tranquilidade.Basta sentar e contemplar,caminhar e apreciar a natureza.", maio de 2017
Maluquete,"Curitiba, PR",Parque dos curitibanos,"Curitiba tem dezenas de parques, mas a maioria só frequentada por turistas. Esse é o lugar para se encontrar os verdadeiros curitibanos. É a ""praia de Curitiba"". Melhor lugar para fazer exercícios, andar de bicicleta, patins, e fazer aquela corridinha de final de tarde. Além do", março de 2017
Margamm2009,Curitiba,Pulmão Curitibano,"O Parque que é o cartão de visita dos Curitibanos.  O nosso Central Park, nosso Ibiraquera! Não vai conhecer Curitiba se não conhecer esse parque. ", abril de 2017
ElianeBoslooper,"Curitiba, PR",Legal,"Local agradável para caminhar e ver pessoas, já foi melhor, dependendo do tempo o rio tem um cheiro ruim. ", abril de 2017
SilviaVasques,"Pindamonhangaba, SP",Muito lindo,"Parque gigantesco e super bem cuidado. Fui em um sábado e estava tendo feira de adoção de cães. Parque muito familiar. Lugar de caminhada, corrida, patins, skate, bike (crianças e adultos), descanso.... Parque aberto e super preservado e limpo. Vale muito a pena conhecer.", maio de 2017
denisevaresqui,"Campo Grande, MS","""Vale a pena""","Parque muito bonito, belas paisagens, (indispensável levar uma máquina fotográfica para o registro de lindas imagens),  espaço para caminhada, corrida. Ideal para passear com as crianças, não esquecendo de levar água e um lanchinho, porque com certeza o passeio vai durar algumas", abril de 2017
Renato_Paes86,"São Paulo, SP",Muito bonito!,"Um dos maiores da cidade, o Parque Barigui é muito bonito, ideal para corridas e caminhadas, com muito verde e belas paisagens.", abril de 2017
Jaqueline C,,Recomendo ,"Parque muito bonito, grande e bem conservado. Ótimo para passear com cachorro e crianças. Tem muito espaço para brincar a vontade de bola ou pipa. Também é ótimo pra caminhada, correr, andar de bicicleta ou patins. Ah! E também é bom pra tirar foto. ", maio de 2017
Alexandre R,São Paulo,Lindo parque,"O Barigui é um belíssimo parque da capital Paranaense. Possui linda flora e alguma fauna.  Tem locais para alimentação, centro de convenções, locais para a prática esportiva e para as crianças brincarem.  É bastante amplo e certamente vale o passeio.", dezembro de 2016
Luciano Ferreira,"Istambul, Turquia",Bom passeio,"Lugar gostoso para uma corrida ou caminhada. Da para ter uma boa vista da cidade. Seria bom se o cheiro de esgoto em alguns pontos do parque fosse ""resolvido"".  O lago também precisa de um trato.", maio de 2017
Bruno P,"Praia do Forte, BA",Parque top,"Lugar onde as pessoas vão se exercitar, familias vão com os filhos, amigos fazem churrasco e a prefeitura promove eventos vez ou outra gratuitos. O Parque é famoso pelo grande lago e pela família de capivaras que vivem ali. recomendo", abril de 2017
kelma p,"Campinas, SP",Excelente parque,"Continua sendo um excelente ponto para caminhada, ponto de encontro de amigos, e esportes variados, além de permitir deixar as crianças brincarem livremente.", abril de 2017
Joyce S,"Rio de Janeiro, RJ",Parque das capivaras,"Lugar para quem curte se exercitar e ter contato com a natureza, alem de encontrar os adoráveis anfitriões da cidade, as capivaras. Lugar ótimo para ver o por do sol e para piqueniques.", abril de 2017
Vinicius A,"Salvador, BA",Terceiro melhor parque de Curitiba,"Depois do Jardim Botânico e do Parque Tanguá, este seria a minha opção preferida de parque em Curitiba. Vale muito a pena vistá-lo, principalmente em final de semana para ter contato o lazer dos curitibanos e, de preferência, em dia de sol.", abril de 2017
Rui A,,Vale a pena,"Eu e minha esposa sempre vamos lá quando em Curitiba. Lugar bom para correr, passeio, passar a tarde! Recomendamos!", maio de 2017
10adriii,"Curitiba, PR",Encantador,"O parque é gigantesco e permite o contato com a natureza ao máximo. Também há capivaras, marrecos, maçaricos, quero queros q fazem companhia.  Uma linda vista do por do sol encanta o entardecer. O parque ainda conta com um bar num deck a beira do lago, onde a cerveja está sempre", abril de 2017
Marcello C,Florianópolis,Maravilhoso!,"Um dos melhores parques que eu conheço. Enorme e com muito verde e ar puro. Muito bem cuidado, limpo e organizado. Tem espaços bem definidos para correr,  caminhar e andar de bicicleta. Há,também, espaços para diversas atividades físicas. Acho que falta um pouco mais de flores", maio de 2017
Douglas G,,Maravilhoso ,"Um parque grande com local para caminhada, esporte, almoço. Um lugar bem familiar  Sempre movimentado. Vale muito a pena ", maio de 2017
Fernanda F,"Blumenau, SC",Natureza na Cidade,"O Parque Barigui deve ser um dos lugares mais populares em Curitiba, entre os moradores e os turistas. O parque é grande, com um lago, pista para corridas, caminhadas e bicicleta. Além disso, dentro da propriedade também há diversos restaurantes/lanchonetes, inclusive podendo", março de 2017
Mariana K,,Parque lindo,"O parque é lindo, com rio grande no meio e com  pistas separadas para corrida, bicicleta e caminhada ao redor do rio. Somente no domingo à tarde não recomendo ir com o objetivo de usar as pistas pois o parque fica muito lotado. Mas vc pode sentar em algum lugar e apreciar o", maio de 2017
Regina C,"Curitiba, PR",A vista de minha janela!,"O Parque Barigui é a praia dos curitibanos! Frequentadíssima nos fins de semana comuns e nos dias de festa. Palco de grandes feiras internacionais. Bela floresta, bosques amenos, lagos e até um jacaré! De verdade. Capivaras aproveitam as beiras d'água. Pessoas também, pois há", setembro de 2016
carolinaeugenio,"São Paulo, SP",Bela opção de passeio,"Parque grande e limpo, boa opção para passeio com a família e prática de esportes como bike e corrida. Há locação de bike para quem for sem e extensa ciclovia. Me pareceu bem seguro, pois vi policiamento nos arredores no parque. Tem um restaurante que eu não visiteu, mas estava", abril de 2017
Rodrigo Sakurada,"Maringá, PR","Ótimo para passeio, exercício.","O parque Barigui é um belo lugar para qualquer horário do dia, nas épocas mais frescas do ano, e para as manhãs e tarde com certeza. Ótimo para um bom exercício, caminhadas e para belas fotos. O shopping Barigui fica ao lado, o que permite um outro passei em sequencia com a", setembro de 2016
GracinhaPinheiro,"Fortaleza, CE",Encantada com belos parques e áreas verdes da Cidade.,"Tudo em Curitiba me encantou: os belos parques, muito verde, contato com a natureza, a história. Acessibilidade,gentileza das pessoas. Os motoristas de táxi, muito corretos, honestos e gentis.", abril de 2017
Christiane M,"Rio de Janeiro, RJ",O mais movimentado! ,"De todos os parques de Curitiba este foi o mais movimentado! Muita gente correndo,  passeando com cachorros, patins, gente cantando... enfim! Dps de caminharmos em volta do lago, paramos para um cerveja gelada lá dentro mesmo e comemos um petisco vendo os patos serem alimentados!", abril de 2017
Marcia M,,Treino de corrida e passeio e caminhadas,Muito bom para um treino de corrida ou caminhada com pistas marcadas e bem pavimentadas. ótima passeio aos domingos   e lindo vista do por do sol ao final do dia., abril de 2017
raffaellaregueira,"São Gonçalo, RJ",Muito bonito,"Parque enorme e, além de lindo, muito bem cuidado. O local é apropriado para a prática de atividades físicas e passeios em família e amigos. Visitei em abril/16 e estava bastante cheio.", junho de 2016
Elizabeth P,"Curitiba, PR",Aconchegante,"O parque é enorme, tem área com vários restaurantes e lanchonetes com comida super gostosa. É bastante limpo, familiar, bom para passar as manhãs e tardes tomando sol, caminhando, andando de bicicleta, patinete, levar os pets para passear, fazer piquenique... Lindo!  Próximo aos", dezembro de 2016
Ylana G,"Niterói, RJ",Lugar muito bonito,Adorei o passeio. Muito calmo e espaçoso! Dá para fazer picnics e sentar para ler um livro ou passear com seu cachorro. Muito bonito mesmo!, maio de 2017
Juvenah,,Enorme!,"Alugue uma bicicleta elétrica na entrada do parque, a pista para bicicleta contorna toda a extensão do parque! Um local lindo,   gigante e confortável, não recomendo visitar após às 16:00, as árvores criam muitas áreas de sombra e fica muito frio para pedalar!", maio de 2017
JaqueScheuer,"Jaraguá do Sul, SC",Parque bonito,"É um parque muito grande e lindo. Bastante espaço verde e pistas para caminhar, correr e andar de bicicleta. Fomos num feriado de manhã e o parque estava bem movimentado, principalmente com pessoas que praticavam atividades físicas. Aliás, acredito que este seja o maior foco", maio de 2017
egalhardi,,"""Ibirapuera"" de Curitiba ","Parque tradicional de Curitiba excelente. Muito bem organizado e limpo com espaço para ciclismo, corrida e caminhada. Há ainda áreas específicas  para as famílias fazerem churrasco.", maio de 2017
Luciane R,,Mais bonito de Curitiba,"è o parque mais bonito de Curitiba, amplo e com pistas de corrida e bicicleta. Bons restaurantes e bem acessivel.", janeiro de 2017
Daniel P,,Muito bom.,"O parque favorito dos curitibanos, geralmente lotado nos finais de semana ! Muito bom pra prática de esportes, ou apenas pra sentar e apreciar a paisagem ! Antiga residência de um jacaré !", abril de 2017
Paulobeto77,"Toronto, Canadá",Ótimo para caminhar e correr. ,Parque grande e plano. Ótimo para pratica de esportes. Vale a visita. Não há muitas árvores então evite ir no meio da manhã visto isto. , abril de 2017
josuyo,"Campo Grande, MS",Local ideal para higiene mental e físico,"Local muito bom para todos os tipos de descanso mental e físico, para relaxamento e afastar do agito da cidade e curtir a calmaria do lago.", abril de 2017
marikalii,"Porto Alegre, RS",Capivaras!!,Lindo parque!! Gigante. Tem aluguel de bikes elétricas então fica fácil dar a volta no parque todo. As capivaras ficam soltas espalhadas pelo parque e são muito queridas!, junho de 2016
Bety C,"Curitiba, PR",Pulmão de Curitiba ,"Em Curitiba se está frio; estamos todos no shopping, aliás na maior parte do ano aqui é assim. Mais quando temos um lindo dia de sol corremos todos p o parque Barigui. Muito bem situado e fácil acesso, com seus quase 8 km de extensão, com muita boa infraestrutura e muito bem", abril de 2017
Amir_Daher,"Niterói, RJ",Muito bonito,"Parque grande e muito bem cuidado. E uma excelente área de lazer para todas as faixas etárias. Parque transmite muita tranquilidade, nem parece que está em uma cidade grande como Curitiba. Recomendo.", abril de 2017
csmelo,"São Paulo, SP","Parque simpático, bom para caminhada","Percorrrer seus 7,5 km de extensão, passando pelos lagos, vendo capivara, patos e pessoas se exercitando faz muito bem, com a vista da cidade ao longe.", abril de 2017
estela l,"Curitiba, PR",A PRAIA DO CURITIBANO,"Quer correr ou caminhar de manhã? Vá ao Barigui. Quer andar de patins? Vá ao Barigui. Quer passear com o cachorro? Vá ao Birigui. Enfim, passear com as crianças, namorar, piquenique, tudo cabe no Barigui. O parque é gigante, com estrutura de alimentação, estacionamento, pista de", fevereiro de 2017
